comment,case_folding,cleaning,normalisasi,tokenisasi,stopword_removal,stemming,score,sentiment_label,sentiment_encoded
kak saldo tertahan emang ga bisa ditarik ya?,kak saldo tertahan emang ga bisa ditarik ya?,kak saldo tertahan emang ga bisa ditarik ya,kak saldo tertahan memang tidak bisa ditarik ya,"['kak', 'saldo', 'tertahan', 'memang', 'tidak', 'bisa', 'ditarik', 'ya']","['saldo', 'tertahan', 'tidak', 'ditarik']","['saldo', 'tahan', 'tidak', 'tarik']",1,Positif,1
kak klo tertahan bisa kembali lagi ga ?,kak klo tertahan bisa kembali lagi ga ?,kak klo tertahan bisa kembali lagi ga ,kak kalau tertahan bisa kembali lagi tidak,"['kak', 'kalau', 'tertahan', 'bisa', 'kembali', 'lagi', 'tidak']","['tertahan', 'tidak']","['tahan', 'tidak']",-1,Negatif,0
"mbak saldo tertahan saya ad 4 jutaan, itu gmna ya? ap bisa d cairkan kh? 😂😂","mbak saldo tertahan saya ad 4 jutaan, itu gmna ya? ap bisa d cairkan kh? 😂😂",mbak saldo tertahan saya ad  jutaan itu gmna ya ap bisa d cairkan kh ,mbak saldo tertahan saya ada jutaan itu bagaimana ya app bisa di cairkan kah,"['mbak', 'saldo', 'tertahan', 'saya', 'ada', 'jutaan', 'itu', 'bagaimana', 'ya', 'app', 'bisa', 'di', 'cairkan', 'kah']","['mbak', 'saldo', 'tertahan', 'jutaan', 'app', 'cairkan', 'kah']","['mbak', 'saldo', 'tahan', 'juta', 'app', 'cair', 'kah']",1,Positif,1
Ganti nama panggilan gimana si kak 😭 kirian gak di tampilin namanya,ganti nama panggilan gimana si kak 😭 kirian gak di tampilin namanya,ganti nama panggilan gimana si kak  kirian gak di tampilin namanya,ubah nama panggilan bagaimana sih kak kirian tidak di tampilin namanya,"['ubah', 'nama', 'panggilan', 'bagaimana', 'sih', 'kak', 'kirian', 'tidak', 'di', 'tampilin', 'namanya']","['ubah', 'nama', 'panggilan', 'sih', 'kirian', 'tidak', 'tampilin', 'namanya']","['ubah', 'nama', 'panggil', 'sih', 'kiri', 'tidak', 'tampilin', 'nama']",-3,Negatif,0
kak bni wodr sya ga ada sidik jarinya. gmna aktifinnya,kak bni wodr sya ga ada sidik jarinya. gmna aktifinnya,kak bni wodr sya ga ada sidik jarinya gmna aktifinnya,kak bni wodr saya tidak ada sidik jarinya bagaimana aktifinnya,"['kak', 'bni', 'wodr', 'saya', 'tidak', 'ada', 'sidik', 'jarinya', 'bagaimana', 'aktifinnya']","['bni', 'wodr', 'tidak', 'sidik', 'jarinya', 'aktifinnya']","['bni', 'wodr', 'tidak', 'sidik', 'jari', 'aktifinnya']",-2,Negatif,0
"Kak yg saya setelah rekam wajah itu ada muncul (verifikasi akan membutuhkan waktu lama, kamu bisa meninggalkan halaman ini. Kami akan memberitahukan melalui notifikasi kak ?","kak yg saya setelah rekam wajah itu ada muncul (verifikasi akan membutuhkan waktu lama, kamu bisa meninggalkan halaman ini. kami akan memberitahukan melalui notifikasi kak ?",kak yg saya setelah rekam wajah itu ada muncul verifikasi akan membutuhkan waktu lama kamu bisa meninggalkan halaman ini kami akan memberitahukan melalui notifikasi kak ,kak yang saya setelah rekam wajah itu ada muncul verifikasi akan membutuhkan waktu lama kamu bisa meninggalkan halaman ini kami akan memberitahukan melalui notifikasi kak,"['kak', 'yang', 'saya', 'setelah', 'rekam', 'wajah', 'itu', 'ada', 'muncul', 'verifikasi', 'akan', 'membutuhkan', 'waktu', 'lama', 'kamu', 'bisa', 'meninggalkan', 'halaman', 'ini', 'kami', 'akan', 'memberitahukan', 'melalui', 'notifikasi', 'kak']","['rekam', 'wajah', 'muncul', 'verifikasi', 'membutuhkan', 'meninggalkan', 'halaman', 'memberitahukan', 'notifikasi']","['rekam', 'wajah', 'muncul', 'verifikasi', 'butuh', 'tinggal', 'halaman', 'memberitahukan', 'notifikasi']",-1,Negatif,0
@dayangastuti kaaak liat ini deh wkwk semoga paham yaaww😁,@dayangastuti kaaak liat ini deh wkwk semoga paham yaaww😁, kaaak liat ini deh wkwk semoga paham yaaww,kaaak lihat ini deh tertawa semoga paham yaaww,"['kaaak', 'lihat', 'ini', 'deh', 'tertawa', 'semoga', 'paham', 'yaaww']","['kaaak', 'lihat', 'deh', 'tertawa', 'semoga', 'paham', 'yaaww']","['kaaak', 'lihat', 'deh', 'tertawa', 'moga', 'paham', 'yaaww']",3,Positif,1
tetep g bisaaa kaakkk,tetep g bisaaa kaakkk,tetep g bisaaa kaakkk,tetap tidak bisa kaakkk,"['tetap', 'tidak', 'bisa', 'kaakkk']","['tidak', 'kaakkk']","['tidak', 'kaakkk']",-1,Negatif,0
aku udh berulang kali tapi gak bisa verifikasi wajah nya selalu gagal di situ,aku udh berulang kali tapi gak bisa verifikasi wajah nya selalu gagal di situ,aku udh berulang kali tapi gak bisa verifikasi wajah nya selalu gagal di situ,akun sudah berulang kali tapi tidak bisa verifikasi wajah ya selalu gagal di situ,"['akun', 'sudah', 'berulang', 'kali', 'tapi', 'tidak', 'bisa', 'verifikasi', 'wajah', 'ya', 'selalu', 'gagal', 'di', 'situ']","['akun', 'berulang', 'kali', 'tidak', 'verifikasi', 'wajah', 'gagal', 'situ']","['akun', 'ulang', 'kali', 'tidak', 'verifikasi', 'wajah', 'gagal', 'situ']",-2,Negatif,0
tapi aku mau login akun dana ABG aku tapi abgku ad di malay emang bisa pake wajah gua kk,tapi aku mau login akun dana abg aku tapi abgku ad di malay emang bisa pake wajah gua kk,tapi aku mau login akun dana abg aku tapi abgku ad di malay emang bisa pake wajah gua kk,tapi akun mau masuk akun uang abang akun tapi abgku ada di malay memang bisa pakai wajah gua kakak,"['tapi', 'akun', 'mau', 'masuk', 'akun', 'uang', 'abang', 'akun', 'tapi', 'abgku', 'ada', 'di', 'malay', 'memang', 'bisa', 'pakai', 'wajah', 'gua', 'kakak']","['akun', 'masuk', 'akun', 'uang', 'abang', 'akun', 'abgku', 'malay', 'pakai', 'wajah', 'gua']","['akun', 'masuk', 'akun', 'uang', 'abang', 'akun', 'abgku', 'malay', 'pakai', 'wajah', 'gua']",-2,Negatif,0
klo verifikasi fto ini bisa di lihat orang banyak kak,klo verifikasi fto ini bisa di lihat orang banyak kak,klo verifikasi fto ini bisa di lihat orang banyak kak,kalau verifikasi foto ini bisa di lihat orang banyak kak,"['kalau', 'verifikasi', 'foto', 'ini', 'bisa', 'di', 'lihat', 'orang', 'banyak', 'kak']","['verifikasi', 'foto', 'lihat', 'orang']","['verifikasi', 'foto', 'lihat', 'orang']",2,Positif,1
nyerah saya ka pa ngedip mata sampe pegel ngedip terus,nyerah saya ka pa ngedip mata sampe pegel ngedip terus,nyerah saya ka pa ngedip mata sampe pegel ngedip terus,nyerah saya kak apa ngedip mata sampai pegel ngedip terus,"['nyerah', 'saya', 'kak', 'apa', 'ngedip', 'mata', 'sampai', 'pegel', 'ngedip', 'terus']","['nyerah', 'ngedip', 'mata', 'pegel', 'ngedip']","['nyerah', 'ngedip', 'mata', 'gel', 'ngedip']",-2,Negatif,0
tetep gk bisa,tetep gk bisa,tetep gk bisa,tetap tidak bisa,"['tetap', 'tidak', 'bisa']",['tidak'],['tidak'],-1,Negatif,0
kalo orang nya beda sama orang yang punya KTP masi bisa ka?,kalo orang nya beda sama orang yang punya ktp masi bisa ka?,kalo orang nya beda sama orang yang punya ktp masi bisa ka,kalau orang ya beda sama orang yang punya ktp masih bisa kak,"['kalau', 'orang', 'ya', 'beda', 'sama', 'orang', 'yang', 'punya', 'ktp', 'masih', 'bisa', 'kak']","['orang', 'beda', 'orang', 'ktp']","['orang', 'beda', 'orang', 'ktp']",-1,Negatif,0
aman gak kk ko disuruh verifikasi wjahh,aman gak kk ko disuruh verifikasi wjahh,aman gak kk ko disuruh verifikasi wjahh,aman tidak kakak kok disuruh verifikasi wjahh,"['aman', 'tidak', 'kakak', 'kok', 'disuruh', 'verifikasi', 'wjahh']","['aman', 'tidak', 'disuruh', 'verifikasi', 'wjahh']","['aman', 'tidak', 'suruh', 'verifikasi', 'wjahh']",-2,Negatif,0
"ya Allah kurasa udh 50 kali dicoba, gagal terus sampe muak 🤣🤣🤣","ya allah kurasa udh 50 kali dicoba, gagal terus sampe muak 🤣🤣🤣",ya allah kurasa udh  kali dicoba gagal terus sampe muak ,ya allah kurasa sudah kali dicoba gagal terus sampai kamu,"['ya', 'allah', 'kurasa', 'sudah', 'kali', 'dicoba', 'gagal', 'terus', 'sampai', 'kamu']","['allah', 'kurasa', 'kali', 'dicoba', 'gagal']","['allah', 'rasa', 'kali', 'coba', 'gagal']",-1,Negatif,0
aku di suruh kedip2 padahal sampe mlotot pegel semua malah bikin emosi,aku di suruh kedip2 padahal sampe mlotot pegel semua malah bikin emosi,aku di suruh kedip padahal sampe mlotot pegel semua malah bikin emosi,akun di suruh kedip padahal sampai mlotot pegel semua malah buat emosi,"['akun', 'di', 'suruh', 'kedip', 'padahal', 'sampai', 'mlotot', 'pegel', 'semua', 'malah', 'buat', 'emosi']","['akun', 'suruh', 'kedip', 'mlotot', 'pegel', 'emosi']","['akun', 'suruh', 'kedip', 'mlotot', 'gel', 'emosi']",-1,Negatif,0
"Kk kok verifikasi wajah gak bisa, di minta geleng2 kepala udah geleng2 gk bisa juga, gimana tipsnya kk?","kk kok verifikasi wajah gak bisa, di minta geleng2 kepala udah geleng2 gk bisa juga, gimana tipsnya kk?",kk kok verifikasi wajah gak bisa di minta geleng kepala udah geleng gk bisa juga gimana tipsnya kk,kakak kok verifikasi wajah tidak bisa di meminta geleng kepala sudah geleng tidak bisa juga bagaimana tipsnya kakak,"['kakak', 'kok', 'verifikasi', 'wajah', 'tidak', 'bisa', 'di', 'meminta', 'geleng', 'kepala', 'sudah', 'geleng', 'tidak', 'bisa', 'juga', 'bagaimana', 'tipsnya', 'kakak']","['verifikasi', 'wajah', 'tidak', 'geleng', 'kepala', 'geleng', 'tidak', 'tipsnya']","['verifikasi', 'wajah', 'tidak', 'geleng', 'kepala', 'geleng', 'tidak', 'tipsnya']",-4,Negatif,0
kak no rekening aku 9 digit gmn ya solusinya,kak no rekening aku 9 digit gmn ya solusinya,kak no rekening aku  digit gmn ya solusinya,kak nomor rekening akun digit bagaimana ya solusinya,"['kak', 'nomor', 'rekening', 'akun', 'digit', 'bagaimana', 'ya', 'solusinya']","['nomor', 'rekening', 'akun', 'digit', 'solusinya']","['nomor', 'rekening', 'akun', 'digit', 'solusi']",1,Positif,1
gue sampe cape gagal terus !,gue sampe cape gagal terus !,gue sampe cape gagal terus ,gue sampai capek gagal terus,"['gue', 'sampai', 'capek', 'gagal', 'terus']","['gue', 'capek', 'gagal']","['gue', 'capek', 'gagal']",-1,Negatif,0
punya ku muncul centang tapi balik lagi suruh verifikasi wajah,punya ku muncul centang tapi balik lagi suruh verifikasi wajah,punya ku muncul centang tapi balik lagi suruh verifikasi wajah,punya ku muncul centang tapi balik lagi suruh verifikasi wajah,"['punya', 'ku', 'muncul', 'centang', 'tapi', 'balik', 'lagi', 'suruh', 'verifikasi', 'wajah']","['muncul', 'centang', 'suruh', 'verifikasi', 'wajah']","['muncul', 'centang', 'suruh', 'verifikasi', 'wajah']",-2,Negatif,0
download BEYOND tp g bs dibuka,download beyond tp g bs dibuka,download beyond tp g bs dibuka,download beyond otp tidak bisa dibuka,"['download', 'beyond', 'otp', 'tidak', 'bisa', 'dibuka']","['download', 'beyond', 'otp', 'tidak', 'dibuka']","['download', 'beyond', 'otp', 'tidak', 'buka']",-1,Negatif,0
"kenapa tiap mau instal pas bagian verifikasi wajah ditolak teros, giliran saldo saya gak pernah ditolak 🤣","kenapa tiap mau instal pas bagian verifikasi wajah ditolak teros, giliran saldo saya gak pernah ditolak 🤣",kenapa tiap mau instal pas bagian verifikasi wajah ditolak teros giliran saldo saya gak pernah ditolak ,kenapa tiap mau instal pas bagian verifikasi wajah ditolak teros giliran saldo saya tidak pernah ditolak,"['kenapa', 'tiap', 'mau', 'instal', 'pas', 'bagian', 'verifikasi', 'wajah', 'ditolak', 'teros', 'giliran', 'saldo', 'saya', 'tidak', 'pernah', 'ditolak']","['instal', 'pas', 'verifikasi', 'wajah', 'ditolak', 'teros', 'giliran', 'saldo', 'tidak', 'ditolak']","['instal', 'pas', 'verifikasi', 'wajah', 'tolak', 'ros', 'gilir', 'saldo', 'tidak', 'tolak']",-1,Negatif,0
susah pake bsi ga bisa bayar pake Qris di indomaret dll 😌,susah pake bsi ga bisa bayar pake qris di indomaret dll 😌,susah pake bsi ga bisa bayar pake qris di indomaret dll ,sulit pakai bsi tidak bisa bayar pakai qris di indomaret dll,"['sulit', 'pakai', 'bsi', 'tidak', 'bisa', 'bayar', 'pakai', 'qris', 'di', 'indomaret', 'dll']","['sulit', 'pakai', 'tidak', 'bayar', 'pakai', 'qris', 'indomaret', 'dll']","['sulit', 'pakai', 'tidak', 'bayar', 'pakai', 'qris', 'indomaret', 'dll']",-1,Negatif,0
mau nanya nih kak akun M.banking ByonBSI ku kan terblokir trs udah ku buka di bank blokiran nya tp kok msh ga bisa terbuka ya. brp lama harus nggu baru bisa di gunakan ???,mau nanya nih kak akun m.banking byonbsi ku kan terblokir trs udah ku buka di bank blokiran nya tp kok msh ga bisa terbuka ya. brp lama harus nggu baru bisa di gunakan ???,mau nanya nih kak akun mbanking byonbsi ku kan terblokir trs udah ku buka di bank blokiran nya tp kok msh ga bisa terbuka ya brp lama harus nggu baru bisa di gunakan ,mau bertanya nih kak akun mbanking byonbsi ku kan terblokir terus sudah ku buka di bank blokiran ya otp kok masih tidak bisa terbuka ya berapa lama harus nggu baru bisa di gunakan,"['mau', 'bertanya', 'nih', 'kak', 'akun', 'mbanking', 'byonbsi', 'ku', 'kan', 'terblokir', 'terus', 'sudah', 'ku', 'buka', 'di', 'bank', 'blokiran', 'ya', 'otp', 'kok', 'masih', 'tidak', 'bisa', 'terbuka', 'ya', 'berapa', 'lama', 'harus', 'nggu', 'baru', 'bisa', 'di', 'gunakan']","['nih', 'akun', 'mbanking', 'byonbsi', 'terblokir', 'buka', 'blokiran', 'otp', 'tidak', 'terbuka', 'nggu']","['nih', 'akun', 'mbanking', 'byonbsi', 'blokir', 'buka', 'blokir', 'otp', 'tidak', 'buka', 'nggu']",-3,Negatif,0
bsi sekarang membingungkan jadi males ah,bsi sekarang membingungkan jadi males ah,bsi sekarang membingungkan jadi males ah,bsi sekarang membingungkan jadi malas ah,"['bsi', 'sekarang', 'membingungkan', 'jadi', 'malas', 'ah']","['membingungkan', 'malas']","['bingung', 'malas']",-1,Negatif,0
"besi makin ke sini makin ke sono, enakan pas masih bsi mobile, kurang puas dengan byon BSI sedikit kecewa","besi makin ke sini makin ke sono, enakan pas masih bsi mobile, kurang puas dengan byon bsi sedikit kecewa",besi makin ke sini makin ke sono enakan pas masih bsi mobile kurang puas dengan byon bsi sedikit kecewa,besi makin ke sini makin ke sono enakan pas masih bsi mobile kurang puas dengan byon bsi sedikit kecewa,"['besi', 'makin', 'ke', 'sini', 'makin', 'ke', 'sono', 'enakan', 'pas', 'masih', 'bsi', 'mobile', 'kurang', 'puas', 'dengan', 'byon', 'bsi', 'sedikit', 'kecewa']","['besi', 'sono', 'enakan', 'pas', 'mobile', 'kurang', 'puas', 'byon', 'kecewa']","['besi', 'sono', 'enak', 'pas', 'mobile', 'kurang', 'puas', 'byon', 'kecewa']",1,Positif,1
udh ada 2²nya tp lebih suka BSI mobil karena begitu masuk langsung ke halaman utama ga perlu pake pasword..pling hanya menggunakan pin untuk semua transaksi.aja,udh ada 2²nya tp lebih suka bsi mobil karena begitu masuk langsung ke halaman utama ga perlu pake pasword..pling hanya menggunakan pin untuk semua transaksi.aja,udh ada nya tp lebih suka bsi mobil karena begitu masuk langsung ke halaman utama ga perlu pake paswordpling hanya menggunakan pin untuk semua transaksiaja,sudah ada ya otp lebih suka bsi mobile karena begitu masuk langsung ke halaman utama tidak perlu pakai paswordpling hanya menggunakan pin untuk semua transaksiaja,"['sudah', 'ada', 'ya', 'otp', 'lebih', 'suka', 'bsi', 'mobile', 'karena', 'begitu', 'masuk', 'langsung', 'ke', 'halaman', 'utama', 'tidak', 'perlu', 'pakai', 'paswordpling', 'hanya', 'menggunakan', 'pin', 'untuk', 'semua', 'transaksiaja']","['otp', 'suka', 'mobile', 'masuk', 'langsung', 'halaman', 'utama', 'tidak', 'pakai', 'paswordpling', 'pin', 'transaksiaja']","['otp', 'suka', 'mobile', 'masuk', 'langsung', 'halaman', 'utama', 'tidak', 'pakai', 'paswordpling', 'pin', 'transaksiaja']",-1,Negatif,0
pake byond katanya jadi ada limit 50 rb..jadi ga bisa ketarik semua donk,pake byond katanya jadi ada limit 50 rb..jadi ga bisa ketarik semua donk,pake byond katanya jadi ada limit  rbjadi ga bisa ketarik semua donk,pakai byond katanya jadi ada batas rbjadi tidak bisa tertarik semua dong,"['pakai', 'byond', 'katanya', 'jadi', 'ada', 'batas', 'rbjadi', 'tidak', 'bisa', 'tertarik', 'semua', 'dong']","['pakai', 'batas', 'rbjadi', 'tidak', 'tertarik']","['pakai', 'batas', 'rbjadi', 'tidak', 'tarik']",-1,Negatif,0
"mon maap byond aku ga bisa login karna mode depelover nya harus di nonaktifkan, udah ngikutin di nonaktifkan ttp ga bisa, jdi mls ganti 😬 tapi bsi ku kepake 🫠","mon maap byond aku ga bisa login karna mode depelover nya harus di nonaktifkan, udah ngikutin di nonaktifkan ttp ga bisa, jdi mls ganti 😬 tapi bsi ku kepake 🫠",mon maap byond aku ga bisa login karna mode depelover nya harus di nonaktifkan udah ngikutin di nonaktifkan ttp ga bisa jdi mls ganti  tapi bsi ku kepake ,mon maaf byond akun tidak bisa masuk karena mode depelover ya harus di nonaktifkan sudah mengikuti di nonaktifkan tetap tidak bisa jadi mls ubah tapi bsi ku kepake,"['mon', 'maaf', 'byond', 'akun', 'tidak', 'bisa', 'masuk', 'karena', 'mode', 'depelover', 'ya', 'harus', 'di', 'nonaktifkan', 'sudah', 'mengikuti', 'di', 'nonaktifkan', 'tetap', 'tidak', 'bisa', 'jadi', 'mls', 'ubah', 'tapi', 'bsi', 'ku', 'kepake']","['mon', 'akun', 'tidak', 'masuk', 'mode', 'depelover', 'nonaktifkan', 'mengikuti', 'nonaktifkan', 'tidak', 'mls', 'ubah', 'kepake']","['mon', 'akun', 'tidak', 'masuk', 'mode', 'depelover', 'nonaktif', 'ikut', 'nonaktif', 'tidak', 'mls', 'ubah', 'kepake']",-5,Negatif,0
"boleh nggak ganti nomor di akun byond
karna saya mau mindahkan akun ke hp yang 1 lagi dan nomor yang kemaren dah nggak aktif","boleh nggak ganti nomor di akun byond
karna saya mau mindahkan akun ke hp yang 1 lagi dan nomor yang kemaren dah nggak aktif","boleh nggak ganti nomor di akun byond
karna saya mau mindahkan akun ke hp yang  lagi dan nomor yang kemaren dah nggak aktif",boleh tidak ubah nomor di akun byond karena saya mau mindahkan akun ke hp yang lagi dan nomor yang kemarin sudah tidak aktif,"['boleh', 'tidak', 'ubah', 'nomor', 'di', 'akun', 'byond', 'karena', 'saya', 'mau', 'mindahkan', 'akun', 'ke', 'hp', 'yang', 'lagi', 'dan', 'nomor', 'yang', 'kemarin', 'sudah', 'tidak', 'aktif']","['tidak', 'ubah', 'nomor', 'akun', 'mindahkan', 'akun', 'nomor', 'kemarin', 'tidak', 'aktif']","['tidak', 'ubah', 'nomor', 'akun', 'mindahkan', 'akun', 'nomor', 'kemarin', 'tidak', 'aktif']",-2,Negatif,0
"susah sekali pada proses verifikasi. kode tidak masuk masuk ke email, sekalinya udah masuk tapi pas di input ke byond malah kadaluarsa. gimana dong? 😟","susah sekali pada proses verifikasi. kode tidak masuk masuk ke email, sekalinya udah masuk tapi pas di input ke byond malah kadaluarsa. gimana dong? 😟",susah sekali pada proses verifikasi kode tidak masuk masuk ke email sekalinya udah masuk tapi pas di input ke byond malah kadaluarsa gimana dong ,sulit sekali pada proses verifikasi kode tidak masuk masuk ke surel sekalinya sudah masuk tapi pas di input ke byond malah kadaluarsa bagaimana dong,"['sulit', 'sekali', 'pada', 'proses', 'verifikasi', 'kode', 'tidak', 'masuk', 'masuk', 'ke', 'surel', 'sekalinya', 'sudah', 'masuk', 'tapi', 'pas', 'di', 'input', 'ke', 'byond', 'malah', 'kadaluarsa', 'bagaimana', 'dong']","['sulit', 'proses', 'verifikasi', 'kode', 'tidak', 'masuk', 'masuk', 'surel', 'sekalinya', 'masuk', 'pas', 'input', 'kadaluarsa']","['sulit', 'proses', 'verifikasi', 'kode', 'tidak', 'masuk', 'masuk', 'surel', 'sekali', 'masuk', 'pas', 'input', 'kadaluarsa']",-4,Negatif,0
pake BSI ini sumpah ribet bgt mana hrs ganti apl hrus login ulang mana ribet bgt jg login bnyk ribetnya klo ga karna gajih pemilu ogah make ATM BSI mana ATM gabsa dipake,pake bsi ini sumpah ribet bgt mana hrs ganti apl hrus login ulang mana ribet bgt jg login bnyk ribetnya klo ga karna gajih pemilu ogah make atm bsi mana atm gabsa dipake,pake bsi ini sumpah ribet bgt mana hrs ganti apl hrus login ulang mana ribet bgt jg login bnyk ribetnya klo ga karna gajih pemilu ogah make atm bsi mana atm gabsa dipake,pakai bsi ini sumpah sulit banget mana harus ubah apl harus masuk ulang mana sulit banget juga masuk banyak ribetnya kalau tidak karena gajih pemilu ogah memakai atm bsi mana atm gabsa dipakai,"['pakai', 'bsi', 'ini', 'sumpah', 'sulit', 'banget', 'mana', 'harus', 'ubah', 'apl', 'harus', 'masuk', 'ulang', 'mana', 'sulit', 'banget', 'juga', 'masuk', 'banyak', 'ribetnya', 'kalau', 'tidak', 'karena', 'gajih', 'pemilu', 'ogah', 'memakai', 'atm', 'bsi', 'mana', 'atm', 'gabsa', 'dipakai']","['pakai', 'sumpah', 'sulit', 'banget', 'ubah', 'apl', 'masuk', 'ulang', 'sulit', 'banget', 'masuk', 'ribetnya', 'tidak', 'gajih', 'pemilu', 'ogah', 'memakai', 'atm', 'atm', 'gabsa', 'dipakai']","['pakai', 'sumpah', 'sulit', 'banget', 'ubah', 'apl', 'masuk', 'ulang', 'sulit', 'banget', 'masuk', 'ribetnya', 'tidak', 'gajih', 'milu', 'ogah', 'pakai', 'atm', 'atm', 'gabsa', 'pakai']",-3,Negatif,0
g recommended error mulu,g recommended error mulu,g recommended error mulu,tidak baik error mulu,"['tidak', 'baik', 'error', 'mulu']","['tidak', 'error', 'mulu']","['tidak', 'error', 'mulu']",-2,Negatif,0
menarik sekali ini promonya,menarik sekali ini promonya,menarik sekali ini promonya,menarik sekali ini promonya,"['menarik', 'sekali', 'ini', 'promonya']","['menarik', 'promonya']","['tarik', 'promonya']",1,Positif,1
g bisa masuk,g bisa masuk,g bisa masuk,tidak bisa masuk,"['tidak', 'bisa', 'masuk']","['tidak', 'masuk']","['tidak', 'masuk']",-2,Negatif,0
Top up spay lbh ribet,top up spay lbh ribet,top up spay lbh ribet,top up spay lebih sulit,"['top', 'up', 'spay', 'lebih', 'sulit']","['top', 'spay', 'sulit']","['top', 'spay', 'sulit']",1,Positif,1
kenapa aplikasi beyond saya tidak bisa d pakai yaa,kenapa aplikasi beyond saya tidak bisa d pakai yaa,kenapa aplikasi beyond saya tidak bisa d pakai yaa,kenapa aplikasi beyond saya tidak bisa di pakai ya,"['kenapa', 'aplikasi', 'beyond', 'saya', 'tidak', 'bisa', 'di', 'pakai', 'ya']","['aplikasi', 'beyond', 'tidak', 'pakai']","['aplikasi', 'beyond', 'tidak', 'pakai']",-2,Negatif,0
tapi ga ada fitur adzannya huhu,tapi ga ada fitur adzannya huhu,tapi ga ada fitur adzannya huhu,tapi tidak ada fitur adzannya huhu,"['tapi', 'tidak', 'ada', 'fitur', 'adzannya', 'huhu']","['tidak', 'fitur', 'adzannya', 'huhu']","['tidak', 'fitur', 'adzannya', 'huhu']",-1,Negatif,0
gak bisa masuk apk ini.,gak bisa masuk apk ini.,gak bisa masuk apk ini,tidak bisa masuk aplikasi ini,"['tidak', 'bisa', 'masuk', 'aplikasi', 'ini']","['tidak', 'masuk', 'aplikasi']","['tidak', 'masuk', 'aplikasi']",-3,Negatif,0
tak bisa pakai yg ini. mau daftar kata nya no kartu nya salah. udh dicek jga sama orang bank nya tetap jga salah.,tak bisa pakai yg ini. mau daftar kata nya no kartu nya salah. udh dicek jga sama orang bank nya tetap jga salah.,tak bisa pakai yg ini mau daftar kata nya no kartu nya salah udh dicek jga sama orang bank nya tetap jga salah,tak bisa pakai yang ini mau daftar kata ya nomor kartu ya salah sudah dicek juga sama orang bank ya tetap juga salah,"['tak', 'bisa', 'pakai', 'yang', 'ini', 'mau', 'daftar', 'kata', 'ya', 'nomor', 'kartu', 'ya', 'salah', 'sudah', 'dicek', 'juga', 'sama', 'orang', 'bank', 'ya', 'tetap', 'juga', 'salah']","['pakai', 'daftar', 'nomor', 'kartu', 'salah', 'dicek', 'orang', 'salah']","['pakai', 'daftar', 'nomor', 'kartu', 'salah', 'cek', 'orang', 'salah']",-3,Negatif,0
"@kutukecil272 harus ganti katanya pah, mau ditutup 31desember","@kutukecil272 harus ganti katanya pah, mau ditutup 31desember", harus ganti katanya pah mau ditutup desember,harus ubah katanya pah mau ditutup desember,"['harus', 'ubah', 'katanya', 'pah', 'mau', 'ditutup', 'desember']","['ubah', 'pah', 'ditutup', 'desember']","['ubah', 'pah', 'tutup', 'desember']",-1,Negatif,0
"Ayahku kirim uang dari bri ke bsi sore tadi dan transaksinya berhasil tpi saldo ga masuk,tolong dong anak kos mau makan ini😭😭 udah di dm gak bales udah di chat pake aisyah ga ada jawaban juga","ayahku kirim uang dari bri ke bsi sore tadi dan transaksinya berhasil tpi saldo ga masuk,tolong dong anak kos mau makan ini😭😭 udah di dm gak bales udah di chat pake aisyah ga ada jawaban juga",ayahku kirim uang dari bri ke bsi sore tadi dan transaksinya berhasil tpi saldo ga masuktolong dong anak kos mau makan ini udah di dm gak bales udah di chat pake aisyah ga ada jawaban juga,ayahku kirim uang dari bri ke bsi sore tadi dan transaksinya berhasil tapi saldo tidak masuktolong dong anak kos mau makan ini sudah di dm tidak balas sudah di chat pakai aisyah tidak ada jawaban juga,"['ayahku', 'kirim', 'uang', 'dari', 'bri', 'ke', 'bsi', 'sore', 'tadi', 'dan', 'transaksinya', 'berhasil', 'tapi', 'saldo', 'tidak', 'masuktolong', 'dong', 'anak', 'kos', 'mau', 'makan', 'ini', 'sudah', 'di', 'dm', 'tidak', 'balas', 'sudah', 'di', 'chat', 'pakai', 'aisyah', 'tidak', 'ada', 'jawaban', 'juga']","['ayahku', 'kirim', 'uang', 'bri', 'sore', 'transaksinya', 'berhasil', 'saldo', 'tidak', 'masuktolong', 'anak', 'kos', 'makan', 'tidak', 'balas', 'chat', 'pakai', 'aisyah', 'tidak']","['ayah', 'kirim', 'uang', 'bri', 'sore', 'transaksi', 'hasil', 'saldo', 'tidak', 'masuktolong', 'anak', 'kos', 'makan', 'tidak', 'balas', 'chat', 'pakai', 'aisyah', 'tidak']",1,Positif,1
"apa mobile beking enggak bisa di gunakan lagi ya?
apa kita emang haru download aplikasi byond by BSI?","apa mobile beking enggak bisa di gunakan lagi ya?
apa kita emang haru download aplikasi byond by bsi?","apa mobile beking enggak bisa di gunakan lagi ya
apa kita emang haru download aplikasi byond by bsi",apa mobile beking enggak bisa di gunakan lagi ya apa kita memang harus download aplikasi byond by bsi,"['apa', 'mobile', 'beking', 'enggak', 'bisa', 'di', 'gunakan', 'lagi', 'ya', 'apa', 'kita', 'memang', 'harus', 'download', 'aplikasi', 'byond', 'by', 'bsi']","['mobile', 'beking', 'download', 'aplikasi']","['mobile', 'beking', 'download', 'aplikasi']",-1,Negatif,0
